Ensembl_geneID,D14_CHD8_1,D14_CHD8_3,D14_CHD8_4,D14_H9_1,D14_H9_2,D14_H9_5,D21_CHD8_4,D21_CHD8_5,D21_CHD8_6,D21_H9_4,D21_H9_5,D21_H9_6,D7_CHD8_2,D7_CHD8_3,D7_CHD8_5,D7_H9_3,D7_H9_4,D7_H9_5
ENSG00000255251,90,83,36,57,32,29,10,36,5,49,85,22,32,59,35,85,63,49
ENSG00000255378,6,82,42,23,99,51,8,5,9,36,46,97,80,40,76,48,76,0
ENSG00000254543,82,86,49,90,53,94,68,33,81,73,22,48,85,17,88,0,6,40
ENSG00000225725,11,39,95,92,9,47,41,69,11,32,4,51,31,50,4,64,83,76
ENSG00000221027,89,98,8,31,82,83,62,99,24,51,85,46,57,29,64,16,23,98
ENSG00000249188,20,55,29,0,99,86,3,54,77,2,95,15,97,4,92,65,0,69
ENSG00000253893,88,49,51,8,89,67,92,45,82,32,43,52,67,21,8,48,26,83
ENSG00000173295,84,91,29,5,2,48,95,4,62,34,24,53,29,83,91,45,80,96
ENSG00000253981,71,58,74,42,93,73,45,12,69,98,87,47,24,44,33,39,83,67
ENSG00000182319,18,68,52,50,3,15,91,75,9,100,39,35,83,23,61,5,14,65
ENSG00000253958,0,80,83,80,30,81,74,22,19,58,76,59,63,27,35,65,20,48
ENSG00000147324,90,22,76,45,16,41,61,64,3,47,60,27,28,77,64,51,4,79
ENSG00000104626,68,36,60,33,26,47,38,19,65,23,17,95,48,98,38,51,69,78
ENSG00000173281,73,93,98,44,42,86,57,38,48,92,48,6,80,3,66,24,6,22
ENSG00000272267,80,16,99,75,8,12,42,21,2,37,56,80,2,94,90,31,43,84
ENSG00000173273,51,23,59,62,99,51,54,97,92,1,44,90,14,19,62,75,43,7
ENSG00000253230,53,51,47,18,97,4,19,87,77,81,17,19,74,92,9,0,12,49
ENSG00000175806,18,21,63,3,27,25,16,28,31,76,89,41,7,24,8,28,27,83
ENSG00000253641,47,96,80,28,54,5,32,63,91,67,77,98,54,65,92,32,62,0
ENSG00000253649,20,81,26,69,86,64,69,17,79,34,27,7,45,67,33,76,7,51
ENSG00000272505,16,37,43,43,3,1,84,57,95,99,48,46,44,96,19,97,45,20
ENSG00000183638,79,55,94,66,64,34,41,66,11,27,76,73,14,87,3,98,85,65
ENSG00000171056,28,43,69,15,76,82,21,36,25,43,64,66,83,0,77,85,83,81
ENSG00000254093,100,31,66,25,7,63,56,25,63,61,19,81,9,47,1,46,11,13
ENSG00000171044,9,90,98,99,47,50,12,5,8,30,7,1,32,85,33,44,59,82
ENSG00000269918,61,63,83,4,21,10,11,79,75,77,4,16,60,98,49,81,73,63
ENSG00000255310,62,74,21,53,52,76,61,31,49,2,29,40,88,100,29,78,0,89
ENSG00000254936,78,34,12,33,19,93,8,3,70,64,57,55,92,41,36,29,68,94
ENSG00000215346,93,8,72,62,33,14,18,100,16,23,96,82,5,47,61,56,78,60
ENSG00000254556,87,18,14,24,19,34,4,74,2,30,88,20,6,21,22,83,33,71
ENSG00000270076,45,29,0,69,77,81,97,14,22,21,79,84,3,88,0,2,75,77
ENSG00000104643,33,55,16,92,59,79,91,10,17,100,53,56,100,100,18,96,30,22
ENSG00000246477,6,74,83,75,76,9,24,55,63,2,14,33,71,36,79,7,11,94
ENSG00000154316,44,72,97,86,55,36,73,53,83,53,69,35,6,52,71,54,47,69
ENSG00000255020,65,87,0,4,54,37,37,79,13,42,93,10,23,100,88,81,63,57
ENSG00000154319,45,59,4,45,7,56,13,8,12,56,43,66,56,83,36,92,4,52
ENSG00000136574,53,60,52,62,10,44,17,91,27,60,66,37,33,55,71,42,10,89
ENSG00000154328,43,46,52,23,57,95,49,73,21,80,84,61,5,27,41,83,19,17
ENSG00000227203,79,4,49,83,9,60,15,50,43,58,16,1,67,87,14,32,43,76
ENSG00000079459,2,37,54,97,69,54,44,41,13,80,24,14,4,100,57,25,79,19
ENSG00000164733,52,63,66,65,45,11,13,10,94,54,16,0,84,3,96,43,98,10
ENSG00000255098,36,87,89,11,23,27,1,30,31,94,56,88,60,19,34,40,46,32
ENSG00000215343,39,90,18,66,60,90,26,95,25,54,19,60,12,31,80,66,66,65
ENSG00000255052,16,38,45,100,42,97,41,51,5,92,13,12,84,94,18,34,43,55
ENSG00000254923,88,69,14,17,16,6,60,9,28,35,45,3,81,62,5,20,71,50
ENSG00000226430,9,66,98,96,9,30,13,10,17,39,36,5,15,45,64,42,80,51
ENSG00000205879,23,60,6,13,74,22,5,62,26,19,85,39,25,38,53,21,62,70
ENSG00000186523,50,10,96,91,61,7,48,24,92,56,87,37,80,94,76,43,25,82
ENSG00000255495,59,12,59,42,90,64,10,69,98,5,76,97,25,10,73,2,96,9
ENSG00000270074,85,62,12,10,18,54,94,63,41,60,28,41,82,86,53,72,42,69
ENSG00000250794,11,46,61,78,47,1,7,59,42,61,27,39,46,10,78,76,95,43
ENSG00000145002,20,46,82,78,46,7,38,67,45,90,82,32,57,38,22,34,54,81
ENSG00000255549,1,60,40,68,64,39,84,60,47,71,27,8,85,39,4,32,98,47
ENSG00000221714,24,42,35,92,86,38,99,86,3,60,98,83,15,49,60,38,11,86
ENSG00000242607,72,19,17,65,74,88,76,39,71,17,84,57,22,84,70,91,26,68
ENSG00000238460,42,43,86,45,70,30,24,54,14,61,68,18,49,63,64,8,16,59
ENSG00000255122,78,95,78,34,77,56,44,6,94,82,67,90,18,91,40,68,22,54
ENSG00000154359,80,38,0,14,80,47,19,90,89,74,20,45,1,91,27,4,36,27
ENSG00000250305,26,79,80,25,78,7,19,55,33,73,6,75,9,56,90,33,16,100
ENSG00000251468,55,14,12,10,100,49,24,85,35,62,78,64,82,9,52,35,50,93
ENSG00000164741,69,94,82,18,70,93,52,54,17,89,11,87,15,67,42,67,33,27
ENSG00000164743,38,84,59,32,89,84,97,12,79,20,66,13,11,79,51,84,95,98
ENSG00000104723,64,49,83,88,75,63,2,36,90,5,12,69,92,34,53,41,85,66
ENSG00000155970,0,25,85,0,94,69,2,73,88,40,15,68,49,70,6,93,49,28
ENSG00000104219,87,2,60,8,98,37,12,87,21,92,44,59,34,95,67,17,70,44
ENSG00000271948,99,91,84,45,54,92,89,74,23,64,19,30,25,76,32,65,78,14
ENSG00000198791,66,9,31,94,48,26,25,8,65,24,8,31,67,37,29,55,51,62
ENSG00000155975,83,57,23,6,16,9,26,91,59,23,82,71,59,64,21,80,37,24
ENSG00000003987,83,21,61,75,79,25,10,86,50,9,2,84,36,80,3,14,30,90
ENSG00000003989,44,88,100,67,9,39,40,33,65,72,19,4,29,18,95,47,3,96
ENSG00000104213,57,17,72,53,41,96,74,69,97,56,94,84,13,35,18,90,2,94
ENSG00000129422,60,34,40,85,13,88,99,75,38,32,26,59,87,81,97,100,64,71
ENSG00000078674,31,79,98,97,79,41,55,23,97,1,1,42,74,95,69,25,46,81
ENSG00000104763,41,27,76,6,61,4,98,99,81,33,8,95,67,57,85,87,49,63
ENSG00000245281,3,92,85,94,2,82,1,34,50,91,63,48,87,88,63,94,44,91
ENSG00000253384,3,0,79,87,6,65,10,61,94,46,71,83,59,27,72,16,25,97
ENSG00000171428,3,73,66,37,52,37,22,32,4,0,83,54,98,23,78,67,75,84
ENSG00000244593,94,37,67,72,20,81,14,30,1,48,94,17,57,44,28,9,80,58
ENSG00000156006,16,53,25,64,2,55,62,59,95,68,22,65,94,3,38,94,83,55
ENSG00000156011,16,23,1,16,8,9,54,40,80,64,81,82,53,81,44,44,85,65
ENSG00000104611,74,84,5,17,5,27,14,89,6,66,66,61,7,28,92,98,84,3
ENSG00000147408,75,9,0,76,82,6,36,95,51,54,17,60,61,54,92,97,9,55
ENSG00000104613,82,55,67,52,92,32,27,39,14,57,34,3,43,17,20,87,98,57
ENSG00000175445,50,99,21,7,56,4,20,11,71,50,44,44,70,96,2,62,80,20
ENSG00000147416,88,77,98,95,45,81,68,67,74,82,84,17,4,41,76,0,58,10
ENSG00000061337,5,81,83,61,54,33,57,36,94,6,94,78,88,77,86,47,56,37
ENSG00000253300,59,51,64,70,14,40,89,37,10,11,64,71,85,65,29,0,26,89
ENSG00000168546,85,53,26,30,20,23,53,43,26,57,9,19,28,37,14,48,20,52
ENSG00000130227,31,78,37,17,82,36,40,28,74,34,42,80,78,36,100,3,90,3
ENSG00000158806,13,64,8,17,68,45,66,59,42,15,94,63,48,80,39,31,3,37
ENSG00000158815,41,54,4,85,41,97,72,24,55,72,60,47,14,97,56,93,32,63
ENSG00000158856,48,78,82,43,60,72,51,77,62,100,37,78,54,37,67,2,45,77
ENSG00000158863,67,87,83,1,91,78,91,54,47,86,61,51,67,17,49,97,88,49
ENSG00000173566,96,19,51,8,28,88,1,42,74,7,42,57,73,2,28,66,20,5
ENSG00000168453,7,75,80,92,14,6,5,18,65,16,65,84,56,51,7,40,69,87
ENSG00000168476,13,60,99,72,77,8,78,60,25,14,49,55,65,6,16,53,51,98
ENSG00000168487,60,12,76,51,6,24,57,23,81,88,66,86,12,22,6,96,32,84
ENSG00000168490,75,69,18,2,93,17,7,0,23,5,15,7,90,25,81,30,62,67
ENSG00000168495,48,100,97,95,47,7,6,19,53,75,40,0,88,25,6,23,22,35
ENSG00000254064,19,12,71,17,35,43,79,70,46,6,100,65,59,51,5,26,54,83
ENSG00000197181,100,68,90,25,16,11,95,41,7,58,69,81,31,93,58,28,41,7
ENSG00000104635,26,21,9,87,16,82,25,40,36,91,58,55,18,60,5,90,53,70
ENSG00000120910,61,15,54,99,16,35,21,69,38,63,21,11,56,50,20,34,9,81
ENSG00000251034,19,36,91,2,87,20,98,92,96,44,64,21,83,46,50,61,32,14
ENSG00000120896,5,75,58,82,32,59,63,82,52,10,5,48,66,69,12,38,41,3
ENSG00000120913,28,64,64,3,53,65,40,6,11,68,77,61,95,18,54,43,61,83
ENSG00000241852,23,32,59,33,68,17,1,87,77,82,7,56,92,52,77,93,72,10
ENSG00000158941,29,82,16,73,97,0,91,49,21,86,41,43,85,40,1,62,11,37
ENSG00000253200,95,86,69,3,26,4,64,53,65,77,12,37,0,31,1,26,42,52
ENSG00000147439,43,37,22,96,15,56,34,50,31,24,52,25,61,92,47,19,100,6
ENSG00000179388,82,90,86,86,89,65,56,82,10,15,13,84,53,55,64,32,85,33
ENSG00000008853,100,93,80,90,25,32,93,67,88,49,6,29,83,64,30,41,97,61
ENSG00000120889,91,71,1,49,54,33,84,14,15,27,68,86,31,97,93,75,89,100
ENSG00000246130,58,68,94,38,1,9,78,4,71,71,0,61,6,52,48,52,16,17
ENSG00000173535,26,91,72,2,11,70,22,73,68,66,91,56,71,80,74,44,48,14
ENSG00000173530,3,37,90,41,97,71,11,95,100,35,92,84,38,8,84,85,80,32
ENSG00000104689,96,86,60,17,48,22,88,45,7,92,22,63,76,74,67,30,28,14
ENSG00000147457,78,56,35,21,19,66,59,90,9,9,6,45,50,17,23,16,83,89
ENSG00000104679,21,57,15,35,36,82,58,82,42,6,71,72,74,79,28,80,92,40
ENSG00000134013,57,32,83,68,94,52,90,48,81,16,69,8,44,3,73,42,34,21
ENSG00000253837,53,25,19,32,25,96,52,7,80,94,72,10,92,6,92,45,32,28
ENSG00000197217,13,91,36,76,11,66,30,72,27,11,76,92,1,15,9,30,65,65
ENSG00000147454,40,33,92,0,64,27,79,76,36,66,69,50,67,5,78,47,6,1
ENSG00000167034,72,98,54,94,16,18,74,84,9,19,23,78,40,53,19,96,20,7
ENSG00000180053,87,97,60,83,74,61,13,16,47,4,46,23,66,59,72,2,41,59
ENSG00000159167,38,39,96,62,88,75,4,14,90,11,10,62,5,19,81,4,54,90
ENSG00000042980,9,63,27,9,99,82,10,73,22,74,46,9,72,26,37,20,14,42
ENSG00000272163,14,86,15,0,29,37,13,86,65,87,33,23,11,68,10,24,39,71
ENSG00000104722,16,41,75,26,86,48,23,33,81,13,97,4,89,85,15,14,85,32
ENSG00000104725,87,75,71,55,6,85,100,19,83,87,69,58,16,32,78,56,64,2
ENSG00000147459,26,33,50,86,36,65,91,44,61,82,48,55,97,47,23,29,41,37
ENSG00000147437,15,14,4,22,27,64,18,72,69,13,48,93,84,58,56,69,34,14
ENSG00000253476,84,82,46,65,56,17,6,30,95,95,80,41,53,57,37,76,31,48
ENSG00000104756,53,6,84,95,58,75,54,19,10,68,5,79,23,60,94,25,75,47
ENSG00000184661,39,32,74,52,88,67,43,8,73,0,15,55,49,0,53,34,3,77
ENSG00000221818,91,62,10,15,47,61,10,38,68,22,90,44,37,78,3,56,68,29
ENSG00000221914,27,45,28,36,99,7,38,81,45,32,94,66,54,81,56,21,63,33
ENSG00000228451,32,43,23,20,69,36,29,28,94,76,77,71,59,50,35,6,61,1
ENSG00000104765,32,77,66,13,53,20,32,41,51,77,67,51,58,85,100,11,74,6
ENSG00000240694,78,47,25,67,44,38,24,19,80,91,40,50,82,60,99,28,3,17
ENSG00000092964,3,56,47,83,77,4,74,95,24,65,21,23,79,62,59,14,83,42
ENSG00000120907,97,18,7,41,71,45,57,95,66,59,31,16,85,32,36,70,38,94
ENSG00000253899,7,56,19,88,98,8,43,56,19,55,45,57,46,36,24,90,45,14
ENSG00000015592,58,41,43,56,74,87,41,21,75,37,82,85,84,4,93,95,35,57
ENSG00000104228,52,27,54,24,51,61,11,90,13,9,80,37,19,14,96,97,94,32
ENSG00000120899,21,0,48,90,17,17,90,13,26,0,94,31,3,71,55,57,46,55
ENSG00000120915,51,28,80,95,64,55,4,45,84,6,51,93,14,54,17,84,91,74
ENSG00000120885,48,46,0,36,50,71,51,69,27,77,16,13,42,71,56,99,35,41
ENSG00000168077,36,79,27,32,29,71,76,35,49,13,63,78,73,0,69,53,43,62
ENSG00000147419,15,52,37,63,22,73,83,61,96,85,61,66,72,22,30,11,15,69
ENSG00000171320,99,20,19,95,62,99,10,100,45,0,35,78,53,98,31,91,43,51
ENSG00000168078,57,71,43,77,66,75,67,73,0,51,84,67,9,1,39,24,37,6
ENSG00000168079,22,41,95,19,0,88,71,38,27,17,77,84,5,97,36,18,61,12
ENSG00000134014,39,92,58,80,98,53,38,6,47,39,26,29,86,41,35,58,37,79
ENSG00000239198,69,32,92,0,69,41,17,53,51,70,68,36,75,74,62,100,40,50
ENSG00000186918,81,31,23,16,52,26,60,57,18,42,7,18,53,95,5,83,84,14
ENSG00000214050,89,28,41,60,36,83,85,82,42,11,94,98,17,12,0,2,75,1
ENSG00000104290,9,4,31,88,33,97,46,30,64,84,90,59,100,46,2,78,54,93
ENSG00000012232,77,78,55,64,38,72,25,22,19,56,28,53,95,2,76,61,12,95
ENSG00000246339,56,74,67,28,78,24,98,44,75,69,87,78,9,72,46,5,49,37
ENSG00000104299,67,23,99,89,36,53,11,61,16,38,64,62,18,10,95,26,33,32
ENSG00000147421,46,10,68,17,71,63,54,81,79,27,33,80,65,18,57,86,100,64
ENSG00000259366,12,78,27,100,24,3,57,49,97,78,16,0,44,11,54,40,76,65
ENSG00000197892,80,100,1,24,19,14,14,9,39,14,59,7,97,45,88,78,25,31
ENSG00000120875,21,1,19,49,28,17,25,35,45,51,87,10,47,15,96,0,2,50
ENSG00000254013,54,68,73,74,76,88,55,5,38,17,6,46,44,27,19,47,85,71
ENSG00000133872,54,12,74,29,96,83,27,81,47,63,39,20,24,20,19,6,43,77
ENSG00000104660,0,87,40,82,11,59,33,42,3,17,45,67,87,7,19,96,44,99
ENSG00000241511,75,54,54,40,85,84,56,28,21,45,69,15,60,56,87,88,1,91
ENSG00000271869,88,17,98,71,28,40,25,69,58,5,57,46,56,46,13,25,81,74
ENSG00000104671,49,17,20,31,90,52,20,97,35,15,13,81,11,89,85,74,25,28
ENSG00000127589,82,17,58,31,100,24,70,72,72,48,27,77,83,86,18,53,18,80
ENSG00000254109,36,22,39,84,42,9,56,50,74,15,77,1,30,93,58,79,95,13
ENSG00000157110,51,84,29,23,59,72,55,30,26,11,10,66,41,59,95,28,15,31
ENSG00000197265,78,34,71,46,92,90,57,40,91,28,16,71,3,0,14,5,30,98
ENSG00000104687,72,46,75,52,95,98,89,81,50,34,28,100,8,53,74,52,34,67
ENSG00000104691,24,26,92,5,73,19,100,37,42,84,18,48,44,80,41,30,92,66
ENSG00000104695,35,38,78,73,69,95,33,38,22,5,62,21,37,85,36,39,14,6
ENSG00000133863,98,0,28,20,46,69,51,1,92,64,82,31,76,22,36,86,71,75
ENSG00000253204,15,30,79,83,5,78,61,98,85,26,78,21,65,0,44,62,44,7
ENSG00000172733,40,24,84,44,80,19,94,55,82,71,16,71,71,10,37,74,10,21
ENSG00000165392,100,70,21,75,33,52,34,84,54,49,61,87,59,35,13,47,28,86
ENSG00000229211,55,63,39,33,86,18,27,87,17,24,22,96,41,83,60,53,61,91
ENSG00000157168,86,69,73,95,93,97,44,73,32,22,85,78,82,10,23,1,65,93
ENSG00000272327,52,24,6,93,95,74,78,14,95,11,26,59,46,91,69,33,65,43
ENSG00000247134,71,28,31,78,28,89,64,48,56,90,53,84,69,43,12,55,23,3
ENSG00000272338,5,33,64,71,28,76,69,80,56,83,96,78,82,62,39,66,15,61
ENSG00000172728,85,78,50,99,39,61,45,81,3,15,2,54,67,74,80,22,78,20
ENSG00000129696,34,78,99,65,72,42,69,9,96,12,85,9,79,93,82,41,100,77
ENSG00000198042,9,93,20,29,49,47,44,25,54,82,11,96,40,65,88,85,61,14
ENSG00000133874,55,25,19,78,75,25,72,60,29,19,82,52,7,42,83,85,2,30
ENSG00000133878,48,86,10,55,97,20,72,79,18,36,20,6,29,5,79,1,93,28
ENSG00000188512,94,13,99,11,70,87,52,69,30,60,39,73,80,59,32,70,65,66
ENSG00000243181,26,0,37,96,66,56,86,87,40,45,35,34,80,98,33,54,59,100
ENSG00000156687,31,89,71,69,100,61,43,59,48,38,92,11,100,4,77,62,60,33
ENSG00000232024,31,0,3,13,92,79,15,20,58,38,76,23,53,43,15,87,67,43
ENSG00000183779,87,40,27,69,100,53,84,52,91,3,78,56,94,71,32,12,68,40
ENSG00000147475,41,80,28,50,10,4,20,96,97,100,56,63,23,58,64,97,88,2
ENSG00000233170,77,86,11,93,24,68,49,17,64,41,13,61,2,50,5,65,10,70
ENSG00000147471,44,57,18,85,0,4,20,66,60,67,79,89,99,7,68,50,42,31
ENSG00000020181,9,27,96,17,9,11,88,38,31,87,40,21,61,24,22,20,99,2
ENSG00000104221,94,32,12,42,44,10,71,75,31,71,68,46,99,0,26,83,29,83
ENSG00000156675,56,51,33,7,56,21,82,55,95,44,79,67,14,61,5,92,74,25
ENSG00000187840,73,56,9,67,61,81,68,100,24,70,91,100,57,95,27,55,8,36
ENSG00000129691,22,32,7,79,90,13,33,7,23,87,46,21,0,31,92,68,92,74
ENSG00000147465,24,24,17,96,1,87,31,47,50,25,44,60,11,43,40,0,62,34
ENSG00000175324,11,65,81,77,48,60,69,80,9,27,89,71,49,29,83,19,16,47
ENSG00000156735,18,4,90,0,44,66,36,98,69,52,84,80,14,5,29,96,81,89
ENSG00000085788,97,39,45,27,25,15,38,3,46,1,44,30,50,82,53,65,55,67
ENSG00000147535,15,89,64,72,79,47,62,16,5,27,14,95,67,44,99,51,15,37
ENSG00000147548,46,71,56,30,33,27,22,91,61,10,28,64,88,45,15,29,93,38
ENSG00000272092,18,89,77,36,28,82,58,78,23,72,21,78,33,82,17,0,83,10
ENSG00000165046,55,58,20,30,78,71,28,70,36,18,83,49,67,9,8,75,84,24
ENSG00000077782,45,17,19,89,62,42,64,53,20,12,2,80,89,78,53,17,99,9
ENSG00000255201,23,29,53,25,58,45,88,13,43,38,15,13,19,71,68,77,58,57
ENSG00000239218,89,98,36,33,57,56,29,64,26,85,51,38,37,62,70,52,94,53
ENSG00000253570,59,63,51,15,31,73,94,0,75,62,23,43,55,85,62,14,23,25
ENSG00000147526,98,9,69,92,44,24,82,75,6,13,29,61,82,83,71,16,37,23
ENSG00000169499,63,88,51,0,68,26,30,53,76,52,86,37,6,29,44,32,23,81
ENSG00000169490,62,83,33,37,59,35,84,30,6,13,69,100,88,41,89,54,56,43
ENSG00000168615,80,43,19,23,34,20,65,35,51,37,17,89,30,47,5,27,46,29
ENSG00000197140,36,39,99,23,52,1,68,99,40,50,6,18,59,60,64,22,94,0
ENSG00000243095,89,17,11,53,59,3,5,77,42,2,8,8,46,97,24,47,30,38
ENSG00000131203,33,74,88,69,67,63,34,94,56,50,32,36,63,37,49,71,72,47
ENSG00000253939,66,66,97,0,86,55,44,54,87,4,47,71,47,39,28,19,1,59
ENSG00000253838,88,10,91,55,23,43,87,55,94,3,49,84,95,67,69,1,33,28
ENSG00000176907,30,59,79,77,95,17,100,19,32,85,67,3,5,35,52,39,62,13
ENSG00000165061,58,90,39,21,47,34,100,40,86,2,27,43,57,94,84,29,23,43
ENSG00000104332,77,84,59,18,48,52,46,97,86,84,35,56,4,3,81,98,7,57
ENSG00000147533,82,73,43,58,53,3,99,77,94,14,46,42,11,13,54,44,35,66
ENSG00000147536,10,48,40,52,69,51,9,57,69,38,17,46,94,57,20,31,97,92
ENSG00000158669,39,25,2,9,96,6,60,71,20,42,64,38,39,46,28,45,97,79
ENSG00000029534,41,52,50,94,5,29,78,56,8,23,21,97,91,4,59,44,98,64
ENSG00000260588,78,42,36,16,85,69,40,59,59,42,11,95,7,75,15,12,55,63
ENSG00000083168,28,74,67,91,81,54,99,67,44,45,8,4,54,35,16,8,32,84
ENSG00000070718,74,52,46,24,56,34,83,78,30,89,27,64,27,60,20,3,30,45
ENSG00000104368,35,76,0,35,58,6,50,2,14,72,87,4,2,18,73,50,2,52
ENSG00000104365,94,35,85,95,57,52,23,88,84,21,25,73,29,98,97,17,75,90
ENSG00000070501,76,23,97,78,47,38,46,94,72,43,47,23,36,41,90,41,33,84
ENSG00000240395,45,5,82,68,27,27,40,25,20,97,64,23,16,56,99,56,2,18
ENSG00000104371,13,58,18,46,4,83,29,45,57,0,18,61,76,3,15,44,43,69
ENSG00000078668,38,81,77,82,38,37,65,60,69,64,23,59,71,6,19,14,37,38
ENSG00000168575,69,11,76,80,22,76,33,84,60,92,54,78,86,74,45,3,39,67
ENSG00000254165,18,57,69,18,12,98,25,9,72,28,79,61,82,59,16,0,94,23
ENSG00000176209,6,71,21,20,100,6,37,16,77,50,1,99,68,14,24,77,90,52
ENSG00000131931,70,92,87,9,27,10,93,26,82,78,53,11,92,51,77,8,72,16
ENSG00000120925,78,86,87,19,29,2,4,2,30,31,20,82,85,89,6,26,8,47
ENSG00000168172,85,71,83,8,59,95,97,2,16,47,71,53,64,72,38,21,86,62
ENSG00000168522,22,3,58,48,86,16,90,93,79,54,94,90,80,64,85,94,13,5
ENSG00000185900,95,31,96,43,49,24,6,93,99,72,22,8,4,50,78,54,44,88
ENSG00000254198,21,65,99,51,6,24,3,41,67,45,23,97,5,81,8,57,56,54
ENSG00000165102,67,99,85,99,4,39,72,84,87,64,56,19,3,26,59,85,26,65
ENSG00000253606,90,92,44,68,43,98,6,70,3,32,78,59,61,58,87,39,11,12
ENSG00000248498,100,71,84,69,90,31,10,100,79,96,48,72,19,54,26,100,13,33
ENSG00000251470,80,84,58,99,3,11,0,38,4,73,94,70,81,92,34,12,11,64
ENSG00000215179,82,89,51,10,68,83,17,90,85,9,68,49,29,54,92,54,32,41
ENSG00000248347,44,4,53,95,88,52,13,44,9,48,56,86,71,62,34,46,51,54
ENSG00000188873,100,58,56,90,72,31,3,38,67,89,75,8,14,29,83,97,57,56
ENSG00000254348,7,8,11,92,48,27,59,33,86,44,80,58,59,94,23,55,61,79
ENSG00000164808,77,67,73,21,32,48,58,63,2,93,64,19,42,17,34,18,70,66
ENSG00000254065,92,11,7,90,33,60,13,4,17,84,70,51,53,9,5,100,25,58
ENSG00000221869,8,4,44,26,23,70,58,29,66,10,78,94,76,46,52,57,10,14
ENSG00000253729,33,87,10,36,88,90,12,19,91,88,57,46,39,89,50,37,41,37
ENSG00000104738,66,63,32,31,68,45,67,72,30,41,20,35,20,86,78,89,51,5
ENSG00000169139,67,50,99,100,33,64,28,59,22,39,79,50,75,95,87,17,13,56
ENSG00000224594,76,56,56,12,8,98,1,38,23,98,33,31,92,45,80,55,28,66
ENSG00000034239,11,61,11,82,21,81,33,20,69,54,89,55,2,51,91,7,74,42
ENSG00000019549,73,79,14,72,32,17,46,20,98,34,53,96,59,29,33,43,33,7
ENSG00000147481,97,36,11,61,21,97,18,13,71,3,92,3,14,64,86,40,39,14
ENSG00000147485,37,97,34,77,40,55,56,48,95,64,23,80,15,46,6,98,65,95
ENSG00000168300,14,88,80,66,90,92,71,43,1,62,31,52,50,90,55,37,100,46
ENSG00000228801,30,75,15,27,96,35,92,100,36,95,29,45,58,79,47,49,42,71
ENSG00000147488,22,69,29,42,1,63,5,74,79,51,66,22,99,5,61,21,87,10
ENSG00000196711,34,15,1,31,83,76,0,86,64,79,49,15,6,22,32,0,55,94
ENSG00000023287,7,85,57,62,6,65,81,74,35,85,90,23,77,70,39,93,27,18
ENSG00000183729,72,36,20,73,36,51,73,81,59,69,81,0,53,61,72,85,16,99
ENSG00000082556,29,60,90,7,43,35,83,75,26,83,13,24,45,95,4,65,13,20
ENSG00000206144,34,70,0,2,20,46,85,4,89,19,75,14,69,92,5,3,52,43
ENSG00000047249,34,58,0,78,3,91,33,61,37,15,7,8,86,56,100,74,91,16
ENSG00000147509,0,21,29,68,11,71,68,32,26,4,68,68,21,39,30,22,58,75
ENSG00000244159,34,0,41,57,13,4,9,58,60,88,6,2,34,24,90,92,30,10
ENSG00000187735,59,28,53,92,21,65,35,19,3,92,72,84,52,46,44,25,44,55
ENSG00000253667,76,14,87,33,9,51,15,38,8,65,33,7,76,98,68,29,59,30
ENSG00000120992,43,97,86,65,31,33,7,13,99,73,67,22,33,25,52,85,27,18
ENSG00000137547,62,75,99,78,53,80,79,1,41,45,97,2,7,35,55,50,24,54
ENSG00000164736,67,82,86,43,59,35,8,45,36,8,22,54,49,73,97,61,99,61
ENSG00000226098,95,18,47,37,64,68,70,18,91,23,37,42,74,46,17,31,70,24
ENSG00000206579,22,54,90,3,48,91,6,38,91,79,75,98,22,49,39,61,71,7
ENSG00000167904,49,99,54,58,63,12,57,30,14,29,65,79,84,52,47,93,55,86
ENSG00000137574,49,56,50,24,46,90,42,27,95,63,43,79,20,13,10,93,22,62
ENSG00000254087,7,24,67,92,97,98,16,33,64,100,29,27,46,0,40,59,31,13
ENSG00000236814,39,64,95,3,93,0,43,74,86,25,52,93,87,65,87,14,41,97
ENSG00000008988,57,22,14,68,17,29,3,97,38,99,52,83,83,94,30,22,94,33
ENSG00000248578,19,72,86,36,42,47,14,72,16,43,18,3,37,53,59,50,13,34
ENSG00000181690,72,32,65,1,32,8,18,68,21,90,10,82,23,43,72,9,80,44
ENSG00000170791,47,47,71,13,84,67,96,32,11,91,5,58,59,56,14,64,20,21
ENSG00000272343,54,56,87,97,96,59,27,17,79,29,78,87,72,89,23,90,45,75
ENSG00000253541,51,46,63,85,55,94,38,40,24,35,40,72,13,3,81,8,8,48
ENSG00000241431,78,79,23,8,74,13,44,76,65,73,38,18,93,9,16,22,58,41
ENSG00000104331,43,82,89,30,20,29,49,76,95,92,31,52,2,81,15,97,17,16
ENSG00000169122,7,86,74,90,29,80,23,87,28,66,24,93,96,70,27,41,56,18
ENSG00000215114,55,95,21,18,56,90,29,90,14,22,81,14,42,88,74,23,19,77
ENSG00000250031,26,28,81,28,15,25,36,59,95,91,94,10,11,90,12,21,79,95
ENSG00000137575,59,87,73,52,33,56,39,50,20,16,49,90,24,37,64,63,57,26
ENSG00000035681,100,70,71,46,92,69,89,29,49,50,0,58,91,69,17,40,73,54
ENSG00000242970,18,80,36,50,94,44,14,97,97,4,82,41,94,54,85,50,49,96
ENSG00000198846,17,80,47,17,63,14,42,76,46,83,89,27,26,70,18,25,76,70
